,Amplitudes
0.0,-9.6154004e-08
4.5351473922902495e-05,-1.5651818e-05
9.070294784580499e-05,1.624636e-06
0.00013605442176870748,-8.03933e-06
0.00018140589569160998,-1.1447927e-05
0.00022675736961451248,5.0289705e-06
0.00027210884353741496,-3.7888253e-06
0.00031746031746031746,3.2868263e-06
0.00036281179138321996,-3.029558e-06
0.00040816326530612246,2.8823827e-06
0.00045351473922902497,-2.7934004e-06
0.0004988662131519275,-1.2520557e-05
0.0005442176870748299,-2.7037674e-06
0.0005895691609977325,2.6822033e-06
0.0006349206349206349,-2.6684525e-06
0.0006802721088435375,2.658939e-06
0.0007256235827664399,1.260783e-05
0.0007709750566893424,-1.2616441e-05
0.0008163265306122449,-2.6312591e-06
0.0008616780045351474,2.6161179e-06
0.0009070294784580499,-2.5955085e-06
0.0009523809523809524,2.568196e-06
0.000997732426303855,-2.533118e-06
0.0010430839002267575,2.4894246e-06
0.0010884353741496598,-2.4365143e-06
0.0011337868480725624,2.3740852e-06
0.001179138321995465,-2.3021976e-06
0.0012244897959183673,-1.3037461e-05
0.0012698412698412698,-2.1324179e-06
0.0013151927437641724,2.0369273e-06
0.001360544217687075,-1.936827e-06
0.0014058956916099773,1.8345738e-06
0.0014512471655328798,-1.732987e-06
0.0014965986394557824,1.6349602e-06
0.0015419501133786847,1.3715991e-05
0.0015873015873015873,1.4566348e-06
0.0016326530612244899,-1.3703649e-06
0.0016780045351473924,1.259226e-06
0.0017233560090702948,1.4225475e-05
0.0017687074829931973,2.8412316e-07
0.0018140589569160999,2.0490537e-05
0.0018594104308390022,1.6213087e-05
0.0019047619047619048,-1.7765664e-05
0.0019501133786848073,1.9160543e-05
0.00199546485260771,9.027955e-06
0.0020408163265306124,-6.3069973e-07
0.002086167800453515,-2.8658626e-06
0.002131519274376417,1.09298135e-05
0.0021768707482993197,6.4055234e-06
0.0022222222222222222,7.330462e-06
0.0022675736961451248,9.832793e-06
0.0023129251700680273,-1.1237356e-06
0.00235827664399093,-7.3226574e-06
0.0024036281179138324,-1.0990473e-05
0.0024489795918367346,3.6909187e-06
0.002494331065759637,-1.6632771e-06
0.0025396825396825397,2.841729e-07
0.0025850340136054422,1.4366077e-06
0.002630385487528345,-2.3294615e-05
0.0026757369614512473,-2.6906986e-05
0.00272108843537415,6.274869e-06
0.002766439909297052,-1.1359811e-05
0.0028117913832199546,-8.620056e-06
0.002857142857142857,2.3268915e-06
0.0029024943310657597,-8.982303e-07
0.0029478458049886623,-4.178576e-07
0.002993197278911565,6.050538e-06
0.0030385487528344674,1.9374504e-05
0.0030839002267573695,7.1491077e-06
0.003129251700680272,-2.927357e-06
0.0031746031746031746,4.1175394e-06
0.003219954648526077,3.552345e-06
0.0032653061224489797,-1.3103732e-06
0.0033106575963718823,-9.648006e-07
0.003356009070294785,-6.5498452e-06
0.003401360544217687,4.7340304e-06
0.0034467120181405895,-3.9175184e-06
0.003492063492063492,-1.1784567e-05
0.0035374149659863946,-3.2181504e-06
0.003582766439909297,-1.2185354e-05
0.0036281179138321997,-1.8263217e-05
0.0036734693877551023,2.9962089e-06
0.0037188208616780044,-3.0520841e-06
0.003764172335600907,-1.20529285e-05
0.0038095238095238095,-3.5747034e-06
0.003854875283446712,4.6329646e-06
0.0039002267573696146,-1.079735e-05
0.003945578231292517,-9.052886e-06
0.00399092970521542,3.1747907e-06
0.004036281179138322,-2.806206e-06
0.004081632653061225,4.0296127e-06
0.004126984126984127,-2.6109836e-05
0.00417233560090703,-7.803376e-06
0.004217687074829932,-3.3757703e-07
0.004263038548752834,8.653753e-06
0.004308390022675737,9.380977e-06
0.004353741496598639,-9.817131e-07
0.004399092970521542,-7.3372553e-06
0.0044444444444444444,-1.1012595e-05
0.004489795918367347,3.681973e-06
0.0045351473922902496,-1.5243887e-06
0.004580498866213152,-3.309315e-07
0.004625850340136055,6.3913208e-06
0.004671201814058957,1.86022e-05
0.00471655328798186,8.769253e-06
0.004761904761904762,5.2321593e-06
0.004807256235827665,4.7436756e-06
0.004852607709750567,5.498326e-06
0.004897959183673469,-2.6128435e-05
0.004943310657596372,-8.485908e-06
0.004988662131519274,-2.6633898e-06
0.005034013605442177,-2.2556738e-05
0.005079365079365079,-2.642536e-06
0.005124716553287982,-8.6047785e-06
0.0051700680272108845,-1.0433698e-05
0.005215419501133787,4.0520936e-06
0.00526077097505669,1.2241504e-05
0.005306122448979592,2.8916336e-06
0.005351473922902495,-3.511109e-06
0.005396825396825397,8.671989e-06
0.0054421768707483,1.7216922e-05
0.0054875283446712015,8.696961e-06
0.005532879818594104,-3.4816928e-06
0.005578231292517007,2.603695e-06
0.005623582766439909,1.3280128e-05
0.005668934240362812,7.5685904e-07
0.005714285714285714,2.083451e-05
0.005759637188208617,1.4060616e-05
0.005804988662131519,-7.897992e-06
0.005850340136054422,7.1532977e-06
0.0058956916099773245,-7.88422e-06
0.005941043083900227,-1.2038739e-06
0.00598639455782313,5.510377e-06
0.006031746031746032,1.0691773e-06
0.006077097505668935,-3.1627035e-06
0.006122448979591837,9.612535e-06
0.006167800453514739,1.0234149e-05
0.0062131519274376415,-1.983503e-05
0.006258503401360544,4.9471478e-06
0.006303854875283447,-2.6590173e-05
0.006349206349206349,-7.848047e-06
0.006394557823129252,1.6156511e-05
0.006439909297052154,-1.4158507e-05
0.006485260770975057,-2.7123447e-06
0.006530612244897959,4.95613e-06
0.006575963718820862,-1.25270035e-05
0.0066213151927437645,-2.0383397e-05
0.006666666666666667,-8.270023e-06
0.00671201814058957,5.817646e-06
0.006757369614512472,1.723284e-05
0.006802721088435374,1.832325e-07
0.0068480725623582765,-2.0376285e-06
0.006893424036281179,8.42552e-06
0.0069387755102040816,1.20981895e-05
0.006984126984126984,-1.21534085e-05
0.007029478458049887,-8.157707e-06
0.007074829931972789,9.935148e-07
0.007120181405895692,6.4951255e-06
0.007165532879818594,-2.7782273e-06
0.007210884353741497,-5.6783356e-06
0.0072562358276643995,4.0777622e-06
0.007301587301587302,-3.1996647e-06
0.007346938775510205,2.5246022e-06
0.007392290249433107,1.33830345e-05
0.007437641723356009,1.0854609e-06
0.007482993197278911,3.319511e-07
0.007528344671201814,-6.7693945e-06
0.0075736961451247165,-1.2995015e-05
0.007619047619047619,-7.6057986e-06
0.007664399092970522,-1.2740942e-05
0.007709750566893424,-7.2495845e-06
0.007755102040816327,9.735686e-07
0.007800453514739229,4.1072875e-07
0.007845804988662131,-1.444884e-06
0.007891156462585034,1.8391687e-05
0.007936507936507936,-1.01540045e-05
0.00798185941043084,7.18771e-06
0.008027210884353741,-4.6614255e-06
0.008072562358276645,-2.9225159e-05
0.008117913832199546,8.241854e-06
0.00816326530612245,1.9388694e-06
0.008208616780045351,-5.988495e-06
0.008253968253968255,-5.97076e-06
0.008299319727891157,1.9948418e-06
0.00834467120181406,8.001502e-06
0.008390022675736962,1.9503134e-06
0.008435374149659863,-6.449579e-06
0.008480725623582767,-2.0986324e-08
0.008526077097505668,1.5315487e-06
0.008571428571428572,-2.5948725e-06
0.008616780045351474,4.1683547e-06
0.008662131519274377,-1.081355e-05
0.008707482993197279,-8.505684e-06
0.008752834467120182,1.9472943e-06
0.008798185941043084,-5.489549e-07
0.008843537414965987,-2.4530934e-07
0.008888888888888889,1.3741428e-06
0.008934240362811792,7.977224e-06
0.008979591836734694,-1.355549e-05
0.009024943310657597,-1.5174847e-06
0.009070294784580499,6.7415235e-06
0.0091156462585034,-5.380557e-07
0.009160997732426304,-7.6303945e-07
0.009206349206349206,1.4587941e-06
0.00925170068027211,-1.9825436e-06
0.009297052154195011,2.4371313e-06
0.009342403628117914,-2.8549748e-06
0.009387755102040816,-1.2010885e-05
0.00943310657596372,-3.6220383e-06
0.009478458049886621,3.985064e-06
0.009523809523809525,-4.353905e-06
0.009569160997732426,-1.048746e-05
0.00961451247165533,-5.3604645e-06
0.009659863945578231,-8.660256e-06
0.009705215419501133,-1.2899429e-05
0.009750566893424037,-2.2134333e-05
0.009795918367346938,1.0542457e-06
0.009841269841269842,-1.216711e-06
0.009886621315192743,2.2624627e-05
0.009931972789115647,-3.1885706e-06
0.009977324263038548,-2.0660926e-05
0.010022675736961452,3.7265581e-06
0.010068027210884354,-2.5094598e-06
0.010113378684807257,8.0490236e-07
0.010158730158730159,5.900248e-06
0.010204081632653062,1.3567513e-05
0.010249433106575964,-7.870069e-06
0.010294784580498867,-2.744685e-06
0.010340136054421769,8.0527e-06
0.01038548752834467,1.2689775e-05
0.010430839002267574,2.3922596e-06
0.010476190476190476,-3.6355843e-06
0.01052154195011338,2.5553263e-05
0.01056689342403628,8.760355e-06
0.010612244897959184,-1.4155106e-06
0.010657596371882086,-5.1528764e-06
0.01070294784580499,-2.019378e-05
0.010748299319727891,9.455418e-06
0.010793650793650795,1.5167662e-05
0.010839002267573696,6.7072697e-06
0.0108843537414966,1.3187091e-05
0.010929705215419501,7.645051e-06
0.010975056689342403,8.189255e-06
0.011020408163265306,-7.758209e-08
0.011065759637188208,-1.347872e-05
0.011111111111111112,1.23792415e-05
0.011156462585034013,-1.0897996e-05
0.011201814058956917,-1.0666477e-05
0.011247165532879818,2.0743142e-05
0.011292517006802722,-5.4089965e-06
0.011337868480725623,6.709572e-06
0.011383219954648527,-1.3511559e-05
0.011428571428571429,-4.934219e-06
0.011473922902494332,-7.446021e-06
0.011519274376417234,-1.2033868e-05
0.011564625850340137,2.684334e-05
0.011609977324263039,-5.9932936e-06
0.01165532879818594,-3.2504606e-06
0.011700680272108844,1.9390527e-06
0.011746031746031746,-9.023584e-07
0.011791383219954649,-8.000975e-07
0.01183673469387755,-7.515891e-06
0.011882086167800454,1.1063196e-05
0.011927437641723356,1.161279e-05
0.01197278911564626,5.621535e-07
0.012018140589569161,7.133246e-06
0.012063492063492064,-4.2620927e-06
0.012108843537414966,-2.4710819e-06
0.01215419501133787,-6.2408203e-06
0.012199546485260771,4.2516976e-06
0.012244897959183675,-2.501533e-06
0.012290249433106576,-1.5360845e-05
0.012335600907029478,8.676048e-06
0.012380952380952381,-1.201167e-05
0.012426303854875283,-1.4609368e-05
0.012471655328798186,3.6093097e-06
0.012517006802721088,1.2175056e-05
0.012562358276643992,8.657036e-06
0.012607709750566893,-3.0175925e-06
0.012653061224489797,2.368588e-06
0.012698412698412698,-2.3652235e-06
0.012743764172335602,-1.2703519e-05
0.012789115646258504,-2.8364552e-06
0.012834467120181407,1.8464745e-05
0.012879818594104309,1.1499114e-05
0.01292517006802721,4.9400214e-06
0.012970521541950114,-1.1069897e-05
0.013015873015873015,-9.3824565e-06
0.013061224489795919,2.4178229e-05
0.01310657596371882,1.2946567e-05
0.013151927437641724,-1.3277598e-05
0.013197278911564626,-2.2719145e-05
0.013242630385487529,1.8492542e-06
0.01328798185941043,-1.7038656e-05
0.013333333333333334,6.884666e-06
0.013378684807256236,1.8774557e-05
0.01342403628117914,7.701011e-06
0.013469387755102041,1.14034965e-05
0.013514739229024944,9.619642e-06
0.013560090702947846,1.0068495e-05
0.013605442176870748,-3.79616e-06
0.013650793650793651,2.7918913e-06
0.013696145124716553,-2.7838396e-06
0.013741496598639456,3.7883833e-06
0.013786848072562358,-1.01212245e-05
0.013832199546485261,5.9122017e-06
0.013877551020408163,2.8198945e-06
0.013922902494331067,-1.3706019e-06
0.013968253968253968,4.844809e-07
0.014013605442176872,6.8645056e-07
0.014058956916099773,-6.2286363e-06
0.014104308390022677,-1.9305111e-05
0.014149659863945578,-7.1003715e-06
0.01419501133786848,2.993027e-06
0.014240362811791384,-8.197328e-06
0.014285714285714285,-1.2825572e-05
0.014331065759637189,1.3088358e-05
0.01437641723356009,7.2888015e-06
0.014421768707482994,-8.3568074e-07
0.014467120181405895,-1.0647657e-06
0.014512471655328799,3.34826e-06
0.0145578231292517,-1.1388168e-05
0.014603174603174604,1.3904519e-05
0.014648526077097506,-1.1353217e-06
0.01469387755102041,-6.1873207e-06
0.01473922902494331,4.1907992e-06
0.014784580498866214,-3.2051917e-06
0.014829931972789116,2.6109642e-06
0.014875283446712018,-2.2332918e-06
0.014920634920634921,2.0127172e-06
0.014965986394557823,-1.71981e-05
0.015011337868480726,2.0464863e-06
0.015056689342403628,-2.4576786e-06
0.015102040816326531,3.6587114e-06
0.015147392290249433,-1.0084746e-05
0.015192743764172336,-9.35305e-06
0.015238095238095238,2.8480586e-06
0.015283446712018142,-1.6741535e-05
0.015328798185941043,-1.4453854e-05
0.015374149659863947,-2.869106e-07
0.015419501133786848,-3.124762e-07
0.015464852607709752,-1.3774952e-05
0.015510204081632653,-7.5558905e-06
0.015555555555555555,-1.3037086e-05
0.015600907029478459,1.2918672e-05
0.015646258503401362,7.919057e-06
0.015691609977324262,-2.117276e-06
0.015736961451247165,1.2654914e-06
0.01578231292517007,1.4185022e-05
0.015827664399092972,1.1275325e-06
0.015873015873015872,-1.3703079e-06
0.015918367346938776,1.7157334e-05
0.01596371882086168,-3.187569e-06
0.016009070294784582,2.4923227e-05
0.016054421768707482,9.774204e-06
0.016099773242630386,-3.358282e-06
0.01614512471655329,2.2795011e-06
0.01619047619047619,-2.5300526e-06
0.016235827664399093,2.3161652e-05
0.016281179138321996,2.8620952e-05
0.0163265306122449,-1.4079243e-05
0.0163718820861678,-5.238421e-06
0.016417233560090703,-7.22637e-06
0.016462585034013606,-2.6444213e-05
0.01650793650793651,4.3570403e-06
0.01655328798185941,-2.9300272e-06
0.016598639455782313,2.3516454e-06
0.016643990929705216,-2.0881064e-06
0.01668934240362812,1.987775e-06
0.01673469387755102,-1.9937397e-06
0.016780045351473923,2.0895307e-06
0.016825396825396827,-2.296742e-06
0.016870748299319727,2.7225315e-06
0.01691609977324263,-3.8309163e-06
0.016961451247165533,2.5284784e-05
0.017006802721088437,2.5089292e-05
0.017052154195011337,-1.9282466e-05
0.01709750566893424,3.845116e-06
0.017142857142857144,-5.5089804e-06
0.017188208616780047,1.3497973e-05
0.017233560090702947,-1.6371414e-05
0.01727891156462585,-1.0787172e-05
